repeat,tsc,us,vporzmm_vz Cycles,vporzmm_vz Unhalt_GHz
1,25150016,9702.845,0.032,3.491
1,25160014,9706.702,0.032,3.486
1,25170014,9710.560,0.032,3.486
1,25180008,9714.416,0.032,3.488
1,25190012,9718.275,0.032,3.492
1,25200016,9722.135,0.032,3.498
1,25210014,9725.992,0.032,3.498
1,25220002,9729.846,0.032,3.495
1,25230000,9733.703,0.032,3.492
1,25240012,9737.565,0.032,3.488
1,25250014,9741.424,0.032,3.485
1,25260006,9745.279,0.032,3.488
1,25270006,9749.137,0.032,3.492
1,25280012,9752.997,0.032,3.495
1,25290012,9756.855,0.032,3.500
1,25300000,9760.709,0.032,3.496
1,25310012,9764.571,0.032,3.492
1,25320016,9768.431,0.032,3.489
1,25330016,9772.289,0.032,3.485
1,25340014,9776.146,0.032,3.486
1,25350002,9779.999,0.032,3.491
1,25360012,9783.861,0.032,3.494
1,25370014,9787.720,0.032,3.498
1,25380012,9791.577,0.032,3.498
1,25390004,9795.432,0.032,3.494
1,25400010,9799.292,0.032,3.491
1,25410008,9803.150,0.032,3.486
1,25420012,9807.009,0.032,3.485
1,25430004,9810.864,0.032,3.490
1,25440004,9814.722,0.032,3.492
1,25450006,9818.581,0.032,3.497
1,25460000,9822.436,0.032,3.498
1,25470010,9826.298,0.032,3.496
1,25480012,9830.157,0.032,3.491
1,25490006,9834.013,0.032,3.486
1,25500008,9837.871,0.032,3.486
1,25510000,9841.726,0.032,3.487
1,25520018,9845.591,0.032,3.492
1,25530004,9849.444,0.032,3.496
1,25540000,9853.300,0.032,3.499
1,25550004,9857.160,0.032,3.496
1,25560002,9861.017,0.032,3.491
1,25570012,9864.879,0.032,3.489
1,25580012,9868.737,0.032,3.484
1,25590010,9872.594,0.032,3.488
1,25605792,9878.683,0.051,3.496
1,25610012,9880.311,0.014,3.481
1,25620016,9884.170,0.032,3.497
1,25630018,9888.029,0.032,3.498
1,25640014,9891.886,0.032,3.494
1,25650000,9895.738,0.032,3.488
1,25660012,9899.601,0.032,3.486
1,25670014,9903.460,0.032,3.487
1,25680014,9907.318,0.032,3.489
1,25690010,9911.174,0.032,3.494
1,25700010,9915.032,0.032,3.498
1,25710010,9918.890,0.032,3.498
1,25720016,9922.750,0.032,3.495
1,25730000,9926.602,0.032,3.490
1,25740016,9930.466,0.032,3.486
1,25750000,9934.318,0.032,3.485
1,25760008,9938.179,0.032,3.489
1,25770002,9942.035,0.032,3.494
1,25780012,9945.897,0.032,3.496
1,25790008,9949.753,0.032,3.500
1,25800016,9953.614,0.032,3.495
1,25810016,9957.472,0.032,3.492
1,25820008,9961.327,0.032,3.488
1,25830008,9965.185,0.032,3.484
1,25840004,9969.042,0.032,3.487
1,25850004,9972.899,0.032,3.491
1,25860010,9976.760,0.032,3.496
1,25870010,9980.618,0.032,3.499
1,25880000,9984.472,0.032,3.497
1,25890016,9988.336,0.032,3.493
1,25900006,9992.190,0.032,3.489
1,25910006,9996.048,0.032,3.484
1,25920008,9999.907,0.032,3.487
1,25930016,10003.768,0.032,3.490
1,25940008,10007.623,0.032,3.494
1,25950008,10011.481,0.032,3.498
1,25960008,10015.339,0.032,3.497
1,25970002,10019.195,0.032,3.495
1,25980004,10023.053,0.032,3.491
1,25990004,10026.911,0.032,3.485
1,26000006,10030.770,0.032,3.486
1,26010016,10034.632,0.032,3.488
1,26020010,10038.488,0.032,3.492
1,26030016,10042.348,0.032,3.498
1,26040014,10046.205,0.032,3.499
1,26050008,10050.061,0.032,3.495
1,26060008,10053.919,0.032,3.491
1,26070002,10057.774,0.032,3.487
1,26080006,10061.634,0.032,3.485
1,26090000,10065.490,0.032,3.487
1,26100002,10069.348,0.032,3.493
1,26110010,10073.209,0.032,3.495
1,26120008,10077.067,0.032,3.499
1,26130012,10080.926,0.032,3.497
1,26140008,10084.783,0.032,3.491
1,26150002,10088.638,0.032,3.489
1,26160006,10092.498,0.032,3.486
1,26170014,10096.359,0.032,3.487
1,26180002,10100.212,0.032,3.490
1,26190014,10104.075,0.032,3.494
1,26200012,10107.932,0.032,3.499
1,26210014,10111.791,0.032,3.497
1,26220008,10115.647,0.032,3.494
1,26230012,10119.506,0.032,3.490
1,26240010,10123.363,0.032,3.487
1,26250012,10127.222,0.032,3.483
1,26260000,10131.075,0.032,3.490
1,26270014,10134.939,0.032,3.494
1,26280016,10138.798,0.032,3.497
1,26290014,10142.655,0.032,3.498
1,26300004,10146.509,0.032,3.495
1,26310010,10150.369,0.032,3.490
1,26320004,10154.225,0.032,3.488
1,26330008,10158.084,0.032,3.484
1,26340018,10161.946,0.032,3.489
1,26350000,10165.797,0.032,3.492
1,26360010,10169.659,0.032,3.496
1,26370008,10173.516,0.032,3.498
1,26380012,10177.376,0.032,3.496
1,26390018,10181.236,0.032,3.492
1,26400008,10185.090,0.032,3.488
1,26410014,10188.951,0.032,3.485
1,26420012,10192.808,0.032,3.487
1,26430016,10196.667,0.032,3.490
1,26440010,10200.523,0.032,3.495
1,26450010,10204.381,0.032,3.500
1,26460012,10208.240,0.032,3.495
1,26470010,10212.097,0.032,3.494
1,26480020,10215.959,0.032,3.490
1,26490000,10219.809,0.032,3.485
1,26500000,10223.667,0.032,3.487
1,26510010,10227.529,0.032,3.490
1,26520002,10231.384,0.032,3.494
1,26530004,10235.243,0.032,3.498
1,26540000,10239.099,0.032,3.498
1,26550012,10242.962,0.032,3.494
1,26560016,10246.821,0.032,3.491
1,26570012,10250.678,0.032,3.487
1,26580014,10254.536,0.032,3.485
1,26590002,10258.390,0.032,3.489
1,26600002,10262.248,0.032,3.492
1,26610008,10266.108,0.032,3.497
1,26620006,10269.965,0.032,3.499
1,26630016,10273.827,0.032,3.495
1,26640016,10277.685,0.032,3.492
1,26650008,10281.540,0.032,3.487
1,26660012,10285.400,0.032,3.484
1,26670008,10289.256,0.032,3.489
1,26680012,10293.116,0.032,3.492
1,26690002,10296.970,0.032,3.495
1,26700000,10300.827,0.032,3.499
1,26710004,10304.686,0.032,3.497
1,26720002,10308.544,0.032,3.493
1,26730010,10312.405,0.032,3.489
1,26740012,10316.263,0.032,3.485
1,26750010,10320.121,0.032,3.486
1,26760016,10323.981,0.032,3.491
1,26770006,10327.835,0.032,3.495
1,26780006,10331.693,0.032,3.498
1,26790010,10335.553,0.032,3.498
1,26800002,10339.408,0.032,3.494
1,26810010,10343.269,0.032,3.496
1,26820004,10347.124,0.032,3.478
1,26830000,10350.981,0.032,3.485
1,26840002,10354.839,0.032,3.489
1,26850016,10358.703,0.032,3.493
1,26860016,10362.561,0.032,3.498
1,26870010,10366.417,0.032,3.498
1,26880016,10370.277,0.032,3.496
1,26890012,10374.133,0.032,3.490
1,26900004,10377.988,0.032,3.489
1,26910010,10381.848,0.032,3.484
1,26920016,10385.709,0.032,3.487
1,26930010,10389.564,0.032,3.492
1,26940012,10393.423,0.032,3.496
1,26950006,10397.279,0.032,3.500
1,26960006,10401.137,0.032,3.496
1,26970006,10404.995,0.032,3.492
1,26980012,10408.855,0.032,3.489
1,26990008,10412.712,0.032,3.485
1,27000002,10416.567,0.032,3.487
1,27010006,10420.427,0.032,3.490
1,27020016,10424.289,0.032,3.495
1,27030012,10428.145,0.032,3.499
1,27040010,10432.002,0.032,3.497
1,27050000,10435.856,0.032,3.493
1,27060002,10439.715,0.032,3.490
1,27070018,10443.579,0.032,3.485
1,27080010,10447.434,0.032,3.486
1,27090012,10451.293,0.032,3.489
1,27100002,10455.147,0.032,3.494
1,27110000,10459.004,0.032,3.498
1,27120012,10462.867,0.032,3.499
1,27130018,10466.727,0.032,3.494
1,27140016,10470.585,0.032,3.490
1,27150014,10474.442,0.032,3.486
1,27160012,10478.299,0.032,3.485
1,27170002,10482.153,0.032,3.488
1,27180014,10486.016,0.032,3.493
1,27190016,10489.874,0.032,3.496
1,27200008,10493.729,0.032,3.499
1,27210012,10497.589,0.032,3.496
1,27220008,10501.445,0.032,3.492
1,27230000,10505.300,0.032,3.488
1,27240018,10509.165,0.032,3.484
1,27250008,10513.019,0.032,3.488
1,27260012,10516.879,0.032,3.490
1,27270000,10520.732,0.032,3.495
1,27280012,10524.595,0.032,3.499
1,27290012,10528.453,0.032,3.497
1,27300004,10532.308,0.032,3.494
1,27310006,10536.166,0.032,3.488
1,27320018,10540.029,0.032,3.486
1,27330012,10543.885,0.032,3.485
1,27340014,10547.744,0.032,3.490
1,27350002,10551.597,0.032,3.494
1,27360018,10555.461,0.032,3.499
1,27370014,10559.317,0.032,3.498
1,27380012,10563.175,0.032,3.495
1,27390014,10567.033,0.032,3.492
1,27400014,10570.891,0.032,3.486
1,27410016,10574.750,0.032,3.485
1,27420012,10578.607,0.032,3.489
1,27430012,10582.465,0.032,3.492
1,27440016,10586.324,0.032,3.497
1,27450016,10590.182,0.032,3.499
1,27460004,10594.036,0.032,3.496
1,27470004,10597.893,0.032,3.492
1,27480016,10601.756,0.032,3.487
1,27490016,10605.614,0.032,3.485
1,27500016,10609.472,0.032,3.487
1,27510016,10613.330,0.032,3.492
1,27520006,10617.184,0.032,3.496
1,27530002,10621.041,0.032,3.501
1,27540014,10624.903,0.032,3.496
1,27550014,10628.761,0.032,3.492
1,27560008,10632.617,0.032,3.489
1,27570010,10636.476,0.032,3.485
1,27580006,10640.332,0.032,3.486
1,27590016,10644.194,0.032,3.490
1,27600008,10648.049,0.032,3.495
1,27610004,10651.905,0.032,3.500
1,27620008,10655.765,0.032,3.497
1,27630016,10659.626,0.032,3.493
1,27640004,10663.479,0.032,3.489
1,27650002,10667.336,0.032,3.487
1,27660006,10671.196,0.032,3.484
1,27670016,10675.058,0.032,3.490
1,27680008,10678.913,0.032,3.493
1,27690010,10682.772,0.032,3.498
1,27700012,10686.630,0.032,3.499
1,27710004,10690.485,0.032,3.494
1,27720008,10694.345,0.032,3.491
1,27730002,10698.200,0.032,3.487
1,27740008,10702.061,0.032,3.486
1,27750004,10705.917,0.032,3.488
1,27760008,10709.777,0.032,3.491
1,27770014,10713.637,0.032,3.497
1,27780014,10717.495,0.032,3.499
1,27790002,10721.348,0.032,3.495
1,27800000,10725.206,0.032,3.492
1,27847848,10743.665,0.154,0.205
1,27848264,10743.826,0.001,3.301
1,27848686,10743.989,0.001,3.313
1,27849108,10744.151,0.001,3.311
1,27850006,10744.498,0.003,3.300
1,27860016,10748.360,0.032,3.299
1,27870008,10752.215,0.032,3.298
1,27880010,10756.073,0.032,3.294
1,27890012,10759.932,0.032,3.290
1,27900008,10763.788,0.032,3.286
1,27910016,10767.650,0.032,3.286
1,27920004,10771.503,0.032,3.291
1,27966650,10789.499,0.150,0.204
1,27967076,10789.663,0.001,3.181
1,27967520,10789.835,0.001,3.229
1,27967952,10790.001,0.001,3.201
1,27970020,10790.799,0.007,3.185
1,27980018,10794.656,0.032,3.188
1,27990000,10798.507,0.032,3.186
1,28024964,10811.996,0.113,0.398
1,28025422,10812.173,0.001,3.183
1,28025858,10812.341,0.001,3.193
1,28030016,10813.945,0.014,3.201
1,28040006,10817.800,0.032,3.197
1,28088906,10836.665,0.158,0.660
1,28089318,10836.824,0.001,3.280
1,28089740,10836.987,0.001,3.309
1,28090160,10837.149,0.001,3.329
1,28090596,10837.317,0.001,3.269
1,28100008,10840.948,0.030,3.296
1,28110010,10844.807,0.032,3.300
1,28120004,10848.663,0.032,3.297
1,28130016,10852.525,0.032,3.293
1,28140020,10856.385,0.032,3.290
1,28150016,10860.241,0.032,3.285
1,28160010,10864.097,0.032,3.288
1,28170008,10867.954,0.032,3.292
1,28180000,10871.809,0.032,3.293
1,28190002,10875.668,0.032,3.299
1,28200020,10879.533,0.032,3.298
1,28210012,10883.388,0.032,3.294
1,28220010,10887.245,0.032,3.291
1,28230006,10891.101,0.032,3.287
1,28240020,10894.965,0.032,3.285
1,28250002,10898.816,0.032,3.290
1,28260014,10902.678,0.032,3.294
1,28270006,10906.533,0.032,3.297
1,28280014,10910.394,0.032,3.299
1,28290008,10914.250,0.032,3.296
1,28300018,10918.112,0.032,3.292
1,28310010,10921.967,0.032,3.288
1,28320000,10925.821,0.032,3.747
1,28351512,10937.978,0.102,0.045
1,28351914,10938.133,0.001,3.526
1,28352308,10938.285,0.001,3.506
1,28360010,10941.257,0.025,3.498
1,28370002,10945.112,0.032,3.496
1,28380000,10948.969,0.032,3.492
1,28390012,10952.831,0.032,3.488
1,28400014,10956.690,0.032,3.485
1,28410002,10960.544,0.032,3.487
1,28420002,10964.402,0.032,3.492
1,28430006,10968.261,0.032,3.494
1,28440002,10972.118,0.032,3.498
1,28450018,10975.982,0.032,3.497
1,28460012,10979.837,0.032,3.494
1,28470016,10983.697,0.032,3.490
1,28480010,10987.553,0.032,3.486
1,28490008,10991.410,0.032,3.484
1,28500008,10995.268,0.032,3.491
1,28510002,10999.123,0.032,3.493
1,28520002,11002.981,0.032,3.496
1,28530016,11006.845,0.032,3.500
1,28540006,11010.699,0.032,3.495
1,28550008,11014.558,0.032,3.490
1,28560000,11018.413,0.032,3.486
1,28570000,11022.271,0.032,3.485
1,28580006,11026.131,0.032,3.489
1,28590004,11029.988,0.032,3.492
1,28600010,11033.848,0.032,3.498
1,28610004,11037.704,0.032,3.498
1,28620008,11041.564,0.032,3.496
1,28630004,11045.420,0.032,3.492
1,28640014,11049.282,0.032,3.488
1,28650000,11053.134,0.032,3.483
1,28660012,11056.997,0.032,3.488
1,28670010,11060.854,0.032,3.491
1,28680016,11064.715,0.032,3.496
1,28690014,11068.572,0.032,3.499
1,28700014,11072.430,0.032,3.497
1,28710012,11076.287,0.032,3.494
1,28720016,11080.147,0.032,3.490
1,28730010,11084.002,0.032,3.483
1,28740010,11087.860,0.032,3.488
1,28750012,11091.719,0.032,3.489
1,28760002,11095.573,0.032,3.495
1,28770002,11099.431,0.032,3.497
1,28780000,11103.288,0.032,3.498
1,28790010,11107.150,0.032,3.494
1,28800010,11111.008,0.032,3.491
1,28810006,11114.865,0.032,3.485
1,28820008,11118.723,0.032,3.486
1,28830016,11122.584,0.032,3.490
1,28840018,11126.443,0.032,3.491
1,28850002,11130.295,0.032,3.497
1,28860000,11134.152,0.032,3.499
1,28870006,11138.013,0.032,3.495
1,28880002,11141.869,0.032,3.492
1,28890014,11145.732,0.032,3.488
1,28900016,11149.590,0.032,3.484
1,28910008,11153.445,0.032,3.488
1,28920008,11157.303,0.032,3.491
1,28930014,11161.164,0.032,3.495
1,28940010,11165.020,0.032,3.499
1,28950008,11168.877,0.032,3.497
1,28960004,11172.734,0.032,3.492
1,28970010,11176.594,0.032,3.489
1,28980010,11180.452,0.032,3.485
1,28990006,11184.308,0.032,3.487
1,29000008,11188.167,0.032,3.490
1,29010004,11192.024,0.032,3.495
1,29020004,11195.882,0.032,3.497
1,29030002,11199.739,0.032,3.498
1,29040016,11203.602,0.032,3.494
1,29050000,11207.454,0.032,3.490
1,29060016,11211.318,0.032,3.486
1,29070014,11215.175,0.032,3.486
1,29080002,11219.029,0.032,3.489
1,29090016,11222.892,0.032,3.492
1,29100018,11226.751,0.032,3.497
1,29110014,11230.607,0.032,3.498
1,29120002,11234.461,0.032,3.495
1,29130006,11238.320,0.032,3.492
1,29140016,11242.182,0.032,3.487
1,29150012,11246.038,0.032,3.484
1,29160002,11249.893,0.032,3.489
1,29170000,11253.750,0.032,3.492
1,29180004,11257.609,0.032,3.496
1,29190002,11261.467,0.032,3.499
1,29200012,11265.328,0.032,3.497
1,29210014,11269.187,0.032,3.491
1,29220002,11273.041,0.032,3.489
1,29230002,11276.899,0.032,3.484
1,29240018,11280.763,0.032,3.487
1,29250016,11284.620,0.032,3.491
1,29260006,11288.474,0.032,3.494
1,29270004,11292.331,0.032,3.500
1,29280004,11296.189,0.032,3.497
1,29290016,11300.052,0.032,3.493
1,29300002,11303.904,0.032,3.489
1,29310018,11307.769,0.032,3.486
1,29320014,11311.625,0.032,3.486
1,29330002,11315.478,0.032,3.491
1,29340014,11319.341,0.032,3.493
1,29350012,11323.198,0.032,3.498
1,29360010,11327.055,0.032,3.499
1,29370000,11330.910,0.032,3.494
1,29380006,11334.770,0.032,3.491
1,29390002,11338.626,0.032,3.485
1,29400004,11342.485,0.032,3.486
1,29410014,11346.347,0.032,3.488
1,29420008,11350.203,0.032,3.493
1,29430010,11354.061,0.032,3.497
1,29440006,11357.918,0.032,3.499
1,29450010,11361.777,0.032,3.496
1,29460008,11365.635,0.032,3.491
1,29470016,11369.496,0.032,3.489
1,29480016,11373.354,0.032,3.484
1,29490008,11377.209,0.032,3.488
1,29500006,11381.066,0.032,3.490
1,29510012,11384.926,0.032,3.495
1,29520010,11388.783,0.032,3.499
1,29530012,11392.642,0.032,3.497
1,29540006,11396.498,0.032,3.494
1,29550000,11400.353,0.032,3.488
1,29560000,11404.211,0.032,3.486
1,29570018,11408.076,0.032,3.486
1,29580006,11411.930,0.032,3.490
1,29590000,11415.785,0.032,3.495
1,29600016,11419.649,0.032,3.499
1,29610016,11423.507,0.032,3.498
1,29620006,11427.362,0.032,3.494
1,29630010,11431.221,0.032,3.490
1,29640004,11435.077,0.032,3.485
1,29650004,11438.935,0.032,3.485
1,29660012,11442.796,0.032,3.490
1,29670016,11446.655,0.032,3.500
1,29680000,11450.507,0.032,3.490
1,29690016,11454.371,0.032,3.498
1,29700000,11458.223,0.032,3.495
1,29710016,11462.087,0.032,3.491
1,29720006,11465.941,0.032,3.488
1,29730008,11469.800,0.032,3.485
1,29740018,11473.662,0.032,3.487
1,29750012,11477.518,0.032,3.492
1,29760014,11481.377,0.032,3.497
1,29770008,11485.232,0.032,3.498
1,29780012,11489.092,0.032,3.497
1,29790010,11492.949,0.032,3.491
1,29800014,11496.808,0.032,3.488
1,29810008,11500.664,0.032,3.486
1,29820002,11504.520,0.032,3.487
1,29830004,11508.379,0.032,3.489
1,29840010,11512.239,0.032,3.495
1,29850006,11516.095,0.032,3.499
1,29860004,11519.953,0.032,3.498
1,29870016,11523.815,0.032,3.493
1,29880018,11527.674,0.032,3.490
1,29890012,11531.530,0.032,3.487
1,29900010,11535.387,0.032,3.486
1,29910016,11539.247,0.032,3.489
1,29920004,11543.100,0.032,3.493
1,29930002,11546.958,0.032,3.498
1,29940014,11550.820,0.032,3.499
1,29950004,11554.674,0.032,3.495
1,29960002,11558.532,0.032,3.490
1,29970010,11562.393,0.032,3.488
1,29980010,11566.251,0.032,3.486
1,29990018,11570.112,0.032,3.487
1,30000010,11573.967,0.032,3.492
1,30010012,11577.825,0.032,3.497
1,30020010,11581.683,0.032,3.499
1,30030004,11585.538,0.032,3.496
1,30040006,11589.397,0.032,3.490
1,30050012,11593.257,0.032,3.489
1,30060010,11597.115,0.032,3.485
1,30070002,11600.969,0.032,3.487
1,30080002,11604.827,0.032,3.490
1,30090010,11608.689,0.032,3.497
1,30100004,11612.544,0.032,3.499
1,30110006,11616.403,0.032,3.497
1,30120000,11620.259,0.032,3.493
1,30130002,11624.117,0.032,3.489
1,30140016,11627.981,0.032,3.486
1,30150010,11631.836,0.032,3.487
1,30160012,11635.695,0.032,3.489
1,30170002,11639.549,0.032,3.493
1,30180018,11643.414,0.032,3.498
1,30190010,11647.268,0.032,3.500
1,30200002,11651.123,0.032,3.494
1,30210008,11654.984,0.032,3.491
1,30220002,11658.839,0.032,3.484
1,30230014,11662.702,0.032,3.486
1,30240018,11666.561,0.032,3.488
1,30250010,11670.416,0.032,3.493
1,30260010,11674.274,0.032,3.497
1,30270002,11678.129,0.032,3.498
1,30280006,11681.989,0.032,3.497
1,30290004,11685.846,0.032,3.491
1,30300012,11689.707,0.032,3.488
1,30310012,11693.565,0.032,3.484
1,30320002,11697.419,0.032,3.488
1,30330018,11701.283,0.032,3.491
1,30340000,11705.134,0.032,3.495
1,30350012,11708.997,0.032,3.499
1,30360010,11712.854,0.032,3.497
1,30370004,11716.710,0.032,3.492
1,30380010,11720.570,0.032,3.490
1,30390008,11724.427,0.032,3.483
1,30400016,11728.288,0.032,3.487
1,30410014,11732.146,0.032,3.491
1,30420006,11736.001,0.032,3.494
1,30430000,11739.856,0.032,3.499
1,30440016,11743.720,0.032,3.497
1,30450004,11747.574,0.032,3.493
1,30460006,11751.433,0.032,3.491
1,30470018,11755.295,0.032,3.486
1,30480014,11759.152,0.032,3.486
1,30490002,11763.005,0.032,3.490
1,30500014,11766.868,0.032,3.492
1,30510010,11770.724,0.032,3.497
1,30520006,11774.580,0.032,3.499
1,30530012,11778.441,0.032,3.495
1,30540012,11782.299,0.032,3.491
1,30550004,11786.154,0.032,3.487
1,30560004,11790.012,0.032,3.485
1,30570012,11793.873,0.032,3.487
1,30580008,11797.729,0.032,3.494
1,30590014,11801.589,0.032,3.495
1,30600012,11805.447,0.032,3.498
1,30610014,11809.305,0.032,3.496
1,30620012,11813.163,0.032,3.492
1,30630018,11817.023,0.032,3.488
1,30640014,11820.879,0.032,3.486
1,30650006,11824.734,0.032,3.487
1,30660010,11828.594,0.032,3.491
1,30670012,11832.453,0.032,3.496
1,30680008,11836.309,0.032,3.498
1,30690008,11840.167,0.032,3.497
1,30700002,11844.023,0.032,3.492
1,30710004,11847.881,0.032,3.489
1,30720016,11851.744,0.032,3.486
1,30730010,11855.600,0.032,3.487
1,30740014,11859.459,0.032,3.489
1,30750006,11863.314,0.032,3.493
1,30760000,11867.170,0.032,3.499
1,30770018,11871.035,0.032,3.498
1,30780006,11874.888,0.032,3.496
1,30790008,11878.747,0.032,3.489
1,30800016,11882.608,0.032,3.487
1,30810010,11886.464,0.032,3.485
1,30820000,11890.318,0.032,3.489
1,30830016,11894.182,0.032,3.492
1,30840002,11898.035,0.032,3.496
1,30850014,11901.897,0.032,3.500
1,30860000,11905.750,0.032,3.495
1,30870016,11909.614,0.032,3.491
1,30880002,11913.466,0.032,3.488
1,30890018,11917.331,0.032,3.484
1,30900006,11921.184,0.032,3.488
1,30910006,11925.042,0.032,3.491
1,30920008,11928.901,0.032,3.496
1,30930004,11932.757,0.032,3.499
1,30940002,11936.614,0.032,3.497
1,30950016,11940.478,0.032,3.492
1,30960006,11944.332,0.032,3.489
1,30970018,11948.195,0.032,3.485
1,30980008,11952.049,0.032,3.487
1,30990012,11955.908,0.032,3.489
1,31000016,11959.768,0.032,3.495
1,31010012,11963.624,0.032,3.498
1,31020010,11967.481,0.032,3.498
1,31030000,11971.336,0.032,3.493
1,31040018,11975.200,0.032,3.490
1,31050012,11979.056,0.032,3.487
1,31060010,11982.913,0.032,3.486
1,31070008,11986.771,0.032,3.489
1,31080002,11990.626,0.032,3.491
1,31090000,11994.483,0.032,3.498
1,31100014,11998.347,0.032,3.500
1,31110002,12002.200,0.032,3.494
1,31120018,12006.064,0.032,3.492
1,31130014,12009.921,0.032,3.487
1,31140014,12013.779,0.032,3.484
1,31150018,12017.638,0.032,3.488
1,31160014,12021.495,0.032,3.491
1,31170018,12025.354,0.032,3.496
1,31180008,12029.208,0.032,3.500
1,31190012,12033.068,0.032,3.496
1,31200006,12036.924,0.032,3.493
1,31210014,12040.785,0.032,3.488
1,31220012,12044.642,0.032,3.486
1,31230004,12048.497,0.032,3.487
1,31240000,12052.353,0.032,3.490
1,31250010,12056.215,0.032,3.495
1,31260010,12060.073,0.032,3.500
1,31270012,12063.932,0.032,3.497
1,31280004,12067.787,0.032,3.493
1,31290008,12071.646,0.032,3.490
1,31300006,12075.504,0.032,3.486
1,31310006,12079.361,0.032,3.485
1,31320012,12083.222,0.032,3.489
1,31330008,12087.078,0.032,3.494
1,31340008,12090.936,0.032,3.498
1,31350008,12094.794,0.032,3.498
1,31360016,12098.655,0.032,3.496
1,31370018,12102.514,0.032,3.490
1,31380012,12106.370,0.032,3.487
1,31390014,12110.228,0.032,3.485
1,31400010,12114.085,0.032,3.489
1,31410012,12117.944,0.032,3.492
1,31420014,12121.802,0.032,3.495
1,31430012,12125.660,0.032,3.500
1,31440016,12129.519,0.032,3.496
1,31450018,12133.378,0.032,3.492
1,31460008,12137.232,0.032,3.488
1,31470010,12141.091,0.032,3.484
1,31480004,12144.947,0.032,3.488
1,31490006,12148.805,0.032,3.491
1,31500012,12152.666,0.032,3.495
1,31510010,12156.523,0.032,3.499
1,31520010,12160.381,0.032,3.497
1,31530004,12164.236,0.032,3.494
1,31540012,12168.098,0.032,3.489
1,31550014,12171.956,0.032,3.485
1,31560010,12175.813,0.032,3.485
1,31570014,12179.672,0.032,3.489
1,31580014,12183.530,0.032,3.495
1,31590000,12187.383,0.032,3.498
1,31600000,12191.241,0.032,3.498
1,31610012,12195.103,0.032,3.493
1,31620016,12198.963,0.032,3.492
1,31630012,12202.819,0.032,3.486
1,31640010,12206.677,0.032,3.485
1,31650004,12210.532,0.032,3.488
1,31660016,12214.395,0.032,3.493
1,31670002,12218.248,0.032,3.497
1,31680002,12222.105,0.032,3.498
1,31690008,12225.966,0.032,3.496
1,31700008,12229.824,0.032,3.491
1,31710016,12233.685,0.032,3.488
1,31720016,12237.543,0.032,3.484
1,31730012,12241.399,0.032,3.489
1,31740016,12245.259,0.032,3.491
1,31750002,12249.111,0.032,3.496
1,31760006,12252.971,0.032,3.500
1,31770014,12256.832,0.032,3.496
1,31780012,12260.689,0.032,3.492
1,31790004,12264.544,0.032,3.489
1,31800008,12268.404,0.032,3.484
1,31810002,12272.259,0.032,3.486
1,31820006,12276.119,0.032,3.491
1,31830014,12279.980,0.032,3.494
1,31840014,12283.838,0.032,3.499
1,31850014,12287.696,0.032,3.498
1,31860008,12291.552,0.032,3.494
1,31870012,12295.411,0.032,3.490
1,31880010,12299.268,0.032,3.486
1,31890010,12303.126,0.032,3.484
1,31900018,12306.987,0.032,3.490
1,31910010,12310.842,0.032,3.493
1,31920014,12314.702,0.032,3.497
1,31930008,12318.558,0.032,3.502
1,31940016,12322.419,0.032,3.491
1,31950004,12326.272,0.032,3.492
1,31960016,12330.135,0.032,3.487
1,31970012,12333.991,0.032,3.485
1,31980004,12337.846,0.032,3.488
1,31990008,12341.705,0.032,3.492
1,32000010,12345.564,0.032,3.496
1,32010006,12349.421,0.032,3.499
1,32020012,12353.281,0.032,3.496
1,32030010,12357.138,0.032,3.492
1,32040004,12360.994,0.032,3.488
1,32050008,12364.853,0.032,3.484
1,32060008,12368.711,0.032,3.487
1,32070012,12372.571,0.032,3.491
1,32080006,12376.427,0.032,3.494
1,32090002,12380.283,0.032,3.499
1,32100006,12384.143,0.032,3.498
1,32110016,12388.004,0.032,3.493
1,32120006,12391.858,0.032,3.490
1,32130006,12395.716,0.032,3.485
1,32140010,12399.576,0.032,3.486
1,32150020,12403.438,0.032,3.489
1,32160012,12407.293,0.032,3.493
1,32170012,12411.151,0.032,3.497
1,32180014,12415.010,0.032,3.499
1,32190004,12418.864,0.032,3.494
1,32200006,12422.722,0.032,3.491
1,32210004,12426.580,0.032,3.486
1,32220006,12430.438,0.032,3.485
1,32230000,12434.294,0.032,3.488
1,32240016,12438.158,0.032,3.492
1,32250006,12442.012,0.032,3.497
1,32260000,12445.868,0.032,3.498
1,32270014,12449.731,0.032,3.497
1,32280016,12453.590,0.032,3.492
1,32290006,12457.444,0.032,3.487
1,32300008,12461.303,0.032,3.485
1,32310016,12465.164,0.032,3.486
1,32320002,12469.017,0.032,3.492
1,32330010,12472.878,0.032,3.495
1,32340006,12476.734,0.032,3.499
1,32350014,12480.595,0.032,3.497
1,32360014,12484.453,0.032,3.492
1,32370006,12488.308,0.032,3.489
1,32380010,12492.168,0.032,3.485
1,32390012,12496.026,0.032,3.485
1,32400018,12499.887,0.032,3.491
1,32410010,12503.742,0.032,3.494
1,32420014,12507.601,0.032,3.499
1,32430016,12511.460,0.032,3.497
1,32440012,12515.316,0.032,3.496
1,32450012,12519.174,0.032,3.490
1,32460008,12523.031,0.032,3.486
1,32470002,12526.887,0.032,3.485
1,32480004,12530.745,0.032,3.490
